9x20	426	1:2:3:3:1,1:1,1:1,1:2:3:2,1:2,3:2,2,2:2,2,2:2,1,2:2,1,2:2,1,2:5:1:1:2-5:7:2,2:1,2,1,1:20:3,1,1,1:5,2,2:5:3
25x25	179207	2:4:2,1:1,4,1:1,5,1,1:1,4,1,1:2,4,2,1:2,4,1,2:3,3,2:3,4,2:1,1,5,3,2:2,5,1,1,2:2,3,2,2:1,1,2:2,2:2,2:1,2:2,2:2,2:2,5,2:3,9,3:2,6,4,3:2,4,3,3:6,6:3-3,1:5,3:5,2,1:7,1,1:8,2,1:2,2,1:3,2,2:2,1,2:3,2:2,3:3,2:3,2:3,3:2,2:3,2:3,1,3:2,1,1,3:3,1,1,3:2,2,3:3,2:2,1,2:2,2,2:2,1,5:2,17:22
25x25	179334	2:3:3:3:3:3:3:3:3:3:3:3:1,2:2,8,2:2,3,4:3,1,4,3:2,1,9,2:3,1,4,3,2:3,1,3,1,2,2:1,2,5,5,1,2:5,1,2,3,4,1:4,9,3,1:2,1,5,5,2,1:2,6,1,5,1:2,3,1,3,1-4:5:6:2,5:7:3:4:1:6:3,4:3,6:1,7:2,4,2:1,3,2:4,1,3,4:7,1,2,6:8,1,2,1,2:4,1,2,2,1:4,1,2,2,2:4,2,3,2,1:4,11:5,5:5,2:4:7
25x25	179339	3,3,2,2:4,3,2:4,2,2:5,3,2:2,3,2,2:6,2,3,1:2,3,2,1,1,1:2,3,2,2,1:3,3,5,1:2,3,1,3,1:3,4,1,1:3,3,1,1:3,3,2,1:3,4,1:3,6:3,5:3,4:3:3:2,1:3,1:12,2:20,1:10,1,1,1:5,4,1,1-2:2:3:3:3:2:2:6,2:9,2:4,6,2:5,5,2:4,4,2:5,3,2:4,2,2:1,3,2,2,1:4,2,3,2,1:7,3,3,2,1:1,10,3,2,1:1,2,4,7:1,2,2,5:11,4:6,3,5,2,1:7,3:3,4:12,3
25x25	179347	4,6:2,3,4:11:3,6,4:3,13:4,1,2,10:5,3:3,2,4:4,8:1,10:8,8:8,1,1:2,1:8:5,2,2,2:7,7:7,9:5,2,3:4,2,1:3,4,2:2:1,1:6:2,2,3:4,3,3-2,2,2,2:3,2,2,2:3,2,3,1:4,2,3,1:4,2,4:2,2,3:1,2,4:2,2,4:3,4:1,1,2,2:1,2:2,3,2:5,1,2:4,1,1,1:4,1,1,2:4,3,1,2:1,4,1,2,1,3:1,1,2,4,2,1,2:1,4,4,5,1,1:1,3,3,1,3,6:1,3,2,5,2,3:2,3,2,4,2:1,2,2,2,3:1,2,2,3,1,3:1,2,2,2,2,2,3
25x25	179348	6,3,3,1:6,2,4,1,2:5,4,2,1:5,4,1,1,4:5,4,3,3,1:3,7,2,1,4:7,3,1,6:7,4,4,2:5,5,4,2:2,6,2,1,1:8,3,1,1:8,4,1:5,2,1:5,2,3,1:3,3,5,1:2,1,10:7,2:4,6,1,3:2,7,8:6,6,1:5,7,2:5,5,1,2:4,6,5,2:2,6,12:1,15,2,2-1,2,3,1,3,1,4:1,3,3,1,3,2,3:8,5,1,3,1:4,3,4,1,1,3,1:8,5,1,3,1:4,3,3,1,3,2:1,1,3,4,1,3,2:2,2,3,1,3,3:2,3,3,2,4,3:1,2,5,5,3:1,3,3,1,4,4:3,4,1,5,2,1:3,3,2,4,5:4,3,1,4,4,2:3,2,2,4,7:2,1,2,3,4,3:2,2,1,3,3:1,15,2:3,1,2,10:1,3,2,2,2:3,3,1:2,4,2,1:3,3,3:6,3:1,1,3,1
25x25	179349	1,2,2,2:1,4,1,2:4,3,1:1,5,1:2,1,2,2:2,1,3,2:1,1,3,1:3,5:1,4,6,5:6,8,1,2:7,5,4,2:7,6,5,1:3,2,13,1:2,3,1,12:3,3,4,3,1:2,3,4,5:3,4,1,4,4:4,3,1,8:5,3,2,7:4,4,2,4,1:4,4,2,3:6,4,2,3:6,3,2,3:2,4,4,2,3:2,3,3,1,3-2,5:2,6:3,11:3,5,8:1,8,8:3,8,8:2,3,7,5,1:2,4,5,3:3,5,5,4:3,6,5,3:3,2,6,4,2:1,9,4:6,3,4:6,2,4:1,4,2,2:2,4,2,2:1,5,2:10,2:1,4,4,2:1,4,4:1,5,7:2,14:1,2,10:2,1,6,1:4,4,5
25x25	179350	1,2,3,4,4:1,3,3,4,5:5,7,6:5,6,7:5,4,4,3:5,3,8:5,3,8:5,4,9:9,10:5,1,1,8:4,3,2,2,1:3,3,2,3:6,2,2:8,1:9,1:5,3,1:5,4:1,5,5:2,4,2,2:2,1,3,1,1:2,1,4,1,2:3,3,4,1,3:3,1,1,5,1,1,1:2,1,1,5,1,1,1:2,4,2,1,1,1,1-5,6:5,7:8,4:9:9:5:4,4:4,3,1:13,4:9,6,1:9,6:3,12,3:3,9,5:4,16:3,2,2,8:2,10,6:1,14:6,11:8,2:16:9,2,2,4:4,7,4:10,5:6:5
25x25	179352	1,2,3,5:1,2,3,2,1:1,2,3,4,1:2,3,3,3,3:2,3,2,5:2,2,2,2,2:2,3,2,1,2:2,4,2,2:2,4,2,2,1:2,4,3,1,1:2,4,3,1,1:2,2,4,3:2,4,4,2,1:2,4,4,3,1:2,4,4,6:2,4,3,6:2,4,3,8:2,4,4,6,2:2,3,4,4,2:2,2,2,3,2:2,2,11:9,1,3:1,5:1,6,1:1,3,3,2-22:19:1,1:1:1:19,1,2:22,1:2,5,10,1:4,6,3:1,2:1,2:2,3,1,2:4,10,4:21,2:14,4,1:1,4,1,1:3,2,3:1,1,6:1,2,6:1,5,7:1,3,3,5:1,1,6,1,1:3,6,2,2:9,5:3,2,7
25x25	179354	12,3,1:4,5,6,1:9,2,1:9,2,1:7,2,1:3,2,4:4,2,7:7,6:1,5:5,3:6,5:5,4:6,5,2:5,4:5,7,3:5,5,8:5,4,1,6:5,5,7:5,13,2:4,11,2,4:3,10,2,6:2,9,6,1:10,6,1:8,7,1:7,7,2-4,3,7:5,2,8:5,2,5,3:8,5,4:1,4,1,5,5:1,4,1,5,6:5,2,5,6:4,1,4,6:4,1,4,6:2,2,4,6:2,2,3,6,1:1,2,4,7,1:3,3,7,1:1,3,3,3,2:1,4,3,3,2:1,3,9,3:1,3,3,2,1,3:2,3,8,3:1,3,3,6,3:8,3,9:2,3,3,3:2,2,1,3,3:1,2,1,3,3:2,3,1:1,1,7
25x25	179355	1,2,3,1,3:2,2,4,3:2,3,3,1:3,8,5:4,10:5,1:1,6,1:3,11,1:2,2,5:2,2,2,2:2,2,4,1,1:2,2,10,1:2,2,1,4,1,1:2,2,4,1:2,1,5,1:1,1,1,1,3,1:1,2,1,5:1,2,1,1,2,1:1,4,3,2,1:6,5,1:6,4,1:5,5:4,6:5,2,1:3,5-5,1,8:4,6:4,2,7:2,2,6:1,4,2:3,4,1:1,13,1:2,9,1:2,1,1:1,1:2,3:1,3:1,1,2:1,1,2:1,1,1,3:5,1,3,4:5,1,3,3:4,1,3,2:2,1,1,11:1,1,4,4:2,2,14:1,2,1,1,11:2,2,1,2,3,2:2,2,2,8:16,1
25x25	179357	4,1:5:1,3:3:4,1:4,3:4,2,1,1:2,1,4,2,2:4,1,1,1,1,2:4,4,1,2,2:3,4,1,1,3,2:4,4,1,1,5,2:6,2,1,11:11,11:5,4,10:4,4,8,1:8,8,1:3,2,1,10,1:7,1,10,1:7,1,10:3,2,5:2,3,4:6,3:6:4-4:4:6,4,3:13,2,3:5,16:21:10:7,1,2:2,3,8:2,12:10:7:7:2,3:1,5,4:2,3,8:3,9:1,10:1,12:1,13:2,12:1,11:2,4,4:2,7:3,11
25x25	179359	1,7,1,7:3,4,7:3,7:9,8:4,4,8:3,3,4,9:3,3,9:2,4,9:3,3,10:3,3,8,2:3,4,7:3,4,8:2,7,4:2,8,4,1:2,12,2,1:2,2,7,2:3,2,4,2:4,3,2,3,3:4,6,3,2,3:4,11,2,3:8,3,3:8,5,3,1:8,2,4:8,2,4:7,2,4-1,1,8:1,9:1,15:1,17:8,5:1,6,13:1,4,14:2,1,5,7:2,1,6,2:2,1,8,3:1,8,4,3:1,6,5,1:7,1,3,6:5,2,11:3,13:2,12,1:12,1:11,2:12,2:11:10,1:10,1,6:9,1,8:10,6,3:10,6,4
25x25	179360	6,8,1,3:4,7,1,6:2,5,4:1,7,4,1:6,7,1:4,11,2:4,9,2:1,10,3:10,4:10,4:10,4:4,5,5:5,4,6:3,3,6:2,3,7:1,4,7:1,3,7:1,6,7:5,5,8:4,9:3,5:2,6:2,2:3:7-8,13:3,3,3,7:2,4,3,4,2:2,4,3,4,1:1,2,3,4,1:1,3,3,4,1:3,3,4,1,1:3,8,2:3,7,1:3,6,1:2,7,1:2,7,2:2,6,1:1,5,2:1,5,2:2,5,4:1,4,5:4,6:3,7:1,3,10:6,9,1:4,10,1:4,10,1:3,11,2:2,7,4,2
25x25	179361	1,4,5:16:1,7,6:1,6,4:6,9:6,2,6:5,9:5,10,2:4,8,1,1:3,6,1,1:3,4,1,1,1:2,8,1,1:1,6,1,1,1:1,4,1,1,1:3,2,1,1:3,1,1,1:3,2,1,1:3,1,1,1:3,2,1,1:3,2,5:6,12:4,9,2,1:7,2,1:1,1,1,3,1:2,3,1,12-1,1,9,2:2,8,2,1:1,8,4:9,3:8,2,1:6,6,1:5,10:3,6,2,1:3,5,3:3,4,2,1:2,4,3,1,2:2,5,3,1:2,8,1:1,7,2,1:1,4,1,1,1:1,5,2,1,1:2,8,1,1:1,1,3,1,1:1,5,1,2:1,4,5:6,6:19,1:3,2,1:3,14,1:1,1,6
25x25	179363	3:3:3,4:3,5:4,7,10:3,2,12,4:1,1,3,7,3:2,3,3,5:3,3,2,6:3,3,2,1,3:1,3,2,3:3,2,2,2:3,5,1:3,1,1,3:3,2,4,2:1,2,2,3,1,1:10,5,1,3:1,6,5,1,3:1,1,3,1,2,2,1:3,1,2,1:3,1,2,2:3,1,3,1:3,1,4,1:6,2,1,3,2,1:1,4,2,1,4,3-3,3,2,2:6,1,3,1:6,2,1,3,1:2,1,3,2:2,2,2:3,2,2:2,3,1:1,2:19:21:10,9:2:3,5:2,5:13:9,9:4,3,9:3,2,4,4:3,3,3:3,1,6,1:3,3,3,3:7,4:10,2,2:10,2,1:2,4,3,2
25x25	179366	9:8:1,10:1,12:1,20:1,19:1,6,2:3,1:4,3,2:4,5,4:9,2,1:5,4,1:3,4,1:13,2:11,1,1:6,4,1,1:8,4,5,1:5,6,3,1:7,6,2,1:10,4,1,1:3,4,6,1:2,1,5,4,1:4,4,2,1:1,2,3,3,1:3,6,1-2,2,4:5,3,7,1:1,4,5,3:1,4,8:1,7,1,4:1,7,2,1,3:2,5,1,2,2,4:2,3,7,4:2,3,6,1,4:3,3,2,7,4:3,2,1,7,4:2,2,1,6,3:5,2,2,4,1:5,1,2,4,1:4,1,2,4,2:4,1,3,3,1:4,2,4,4:4,1,4,3:4,2,6:3,1,3:3,2,4:11:4,11:2:1
25x25	179367	2,12,5:3,7,5:2,8:1,8:7:2,1:1,1,1,1,1,1:1,1,1,1,1,1:1,1,1,1,1,1:1,1,1,1:1,1:1,1,1,3:1,1,1,2:1,1,1:1,1,3,2,1:1,1,5,4:1,1,4,2,3:1,1,3,2,2:1,1,3,3:1,1,5:1,1,1,2,1:1,1,1,1,1,1:1,1,1,1,2,1:1,1,1,1,1:1,1,1,1,1,1,2-5:3,21:2,1:1:1,21:2,1:2,2:2,1,4,5:2,1:2,1,4:2,1,7:1,1,11:1,1,3,1:1,2,1,2,3:1,1,7:1,1,4,2,3:1,1:1:1,3:1,1:3,1:2,3:2,3,2,2:2,2,3,1:2,1,3,1,2,1
25x25	179368	5,1,1,2,1:2,1,1,4:1,1,1,3:1,1,2,2:1,1,1,2,1,1:1,1,1,5,2:1,1,1,1,2,2:1,1,1,1,5:1,1,1,1,1,1:1,1,2:1,1,1,3:1,1,1,1,3:2,1,1,1,1:1,1,1,1,2:1,2,1,1,1:1,1,1,1,1:2,1,1,1:2,2,1,1,1:2,1,1,1,1,1:2,1,1,1,1,2:1,1,1,4,2:1,1,3,2,3,3:1,9,7:1,1,1,3,7:6,2,5-1,5,2,2,1,3:2,1,2,1:1,2,2,1:1,3,6:1,2,1,1:1,4,8:1:2:2:7,5:2:3:1,2:21,1:1:2:22:3,2:3,2:2,3,2,3:6,5,4:3,2,5,5:3,4,2,2,3:2,5,3:2
25x25	179369	1,2,1,2,1,2:2,4,4,1,2:1,4,3,1,3:5,3,2,1,1:2,2,5,2,1,1:3,2,1,1:4,2,1,2:3,2,1,2,1,2:5,2,2,4,2:6,1,2,1,3,1:5,2,4,4:3,1,2,6:1,3,1,4:12,1,2:14,1,1,1:3,8,1,1:5,5,1,1:6,8,1:11,7,1:9,4,3:8,1,4:2,5,5:4,4,5:5,8:4,7-1,4,3,3:1,3,6,3:3,6,3:3,2,3,3:2,5,2,3,2:4,3,2,3,1:2,1,2,2,3:1,2,2,2:2,2,3:3,1,3,3:16,3:15,4:7,6,3:3,4,3:1,3,3,3:2,1,4,3:11,4,3:11,3,3:2,7,2:9,3,2,2:1,2,4:3,1,2,5:7,4,1,6:3,10,6:1,2,3,5
25x25	179372	1,5,1:1,4,1:5,1:2,4,1,1:1,3,1,1:5,1,1,1:3,3:3,4,5,3:5,4,2,4:2,2,3:2,7:8,7:17,4:3,16,3:2,15,1:3,14,3:5,11,1:5,6,7:8,1,1,5:4,1,1,3:4,1:3,4:4,6:15:12-2,1,4:1,2,5:3,3,2,3:4,1,3:5,2,4:5,1,3,4:4,2,4,3:4,1,6,4:4,1,8,4:3,2,8,4:2,1,9,3:1,1,7,3:3,2,7,2:1,8,2:1,6,2:1,7,2:1,6,2:1,6,2:8,3,2:3,3,2,3:2,2,3:5,3,3:16,2,3:8,1,1,2:4,4,1,4
25x25	179373	1,1,1,1,5:1,1,1,1,2:1,6,1,2,2:1,9,1,1,2:17:4,7,1:3,7,1:2,5:1,4:2,4:1,2,6:3,9,1:6,2,1,2,2,4:1,5,4,2,1:9,2,1,2,1:5,5,2,1,2,1:1,9,6:9,1,1:1,9,1:1,3,7:7,8:1,1,6,3:1,2,3,6,5:10,3,8:4-12,2,2:8,1,2,2,1,1:3,5,1,1:3,4,1,1:5,1,5,1,1,1:3,1,3,1,5:3,5,2,2:3,6,1:5,1,5,1:5,1,4,2:4,8:7,5,2:4,5,1:9,6,4,2:1,8,3,4,1:2,7,5:13,5:2,3,2,4:2,7,4:3,6,1,2:2,1,3,4:1,6,3:1,1,3:1,1,3:2,2
25x25	179565	14:16:4,3,2:5:5:5,7:5,13:5,7,7:3,8,1:2,7:7:6,2:4,8,1:2,3,5:3,9:7,12:1,14:15:3,5,5:10:11:3,12:5,12:21:17-3,3,3:4,3,4:3,2,4:3,3,3:4,2,3:3,3,2,2:3,3,1,2:3,3,1,2:3,4,1,2:3,4,1,1,2:3,3,1,2,3:3,3,5,4:2,3,1,2,4:2,4,6,5:2,3,1,4,5:2,2,2,10:2,2,1,11:2,2,1,11:3,3,1,4,5:3,3,1,4,5:3,2,12:2,2,11:2,2,11:3,2,1,8:3,3,8
25x25	179566	3:2,7:5,6:6,6:6,6:14,5:18:2,15:6,15:6,16:17:19,1:17,3:15,5:14,5:13,4:12,4,2:10,9:9,10:7,10:12:13:15:17:12,3-3,3,8:3,3,9:2,2,9:3,2,9:3,2,9:3,12:2,10,1:3,10,1:3,10,2:2,10,2:12,3:12,4:11,4:10,5:10,5:10,7:10,8:10,9:11,9:4,6,10:3,6,12:2,6,3,8:3,5,3,8:2,4,3,8:2,3,3,5,2
25x25	179567	7,3:8,5:6,6:6,5:10:12:18:12,3:5,3:5,6:5,10:4,5,6:2,6,5:5,4:5,5,2:6,9:6,3,6:5,3,4:3,3,6,3:1,15:9,5:14,5:10,10:1,13:14-2,2,4,3:2,3,3,2:2,3,4,2:2,3,3,2:2,3,4,2:3,3,3,2:3,3,3,2:3,3,4,2:2,3,3,3:2,2,3,3:3,2,4,3:2,2,3,5,1:5,4,7,2:8,8,2:7,3,2,3:7,2,3,3:4,2,2,7:5,3,3,2,4:5,2,2,2,4:5,3,2,2,4:3,2,2,10:3,2,3,2,2,3:3,3,3,5,3:3,3,3,4,3:2,2,2,3,2
25x25	179568	21,1:20,1:20,2:20,4:18,3,2:17,1:6,9,1:3,9,2:4,5,5,2:1,2,5,5:2,10:2,1,5,5:1,6,2,5:1,7,3,3:1,5,2,5:1,2,2,9:4,2,4:5,2,1:1,3,2:1,2,2:1,2,3:1,2,3:2,2,3:1,4,3:4,3-10,1,2:9,2,3,1:12,3,2:7,3,5,2:7,2,9:7,2,13:6,3,7:15:23:25:8,2,5:13,2:11,2:11,1:12,1:13,1:6,2,2:5,1,2,1:4,2,3,1:8,4:1,1,3:2,3:2,3:5,3:2,3
25x25	179573	14:3,4:3,4:3,3:3,4:3,6:3,3,3:3,5,1:3,6:3,9:10,2:10:7,3:6,2:5,3,5:8,8:4,12:21:19:17:16:14,2:13,8:11,9:9,12-12:12:13:13:5,8:3,1,8:4,1,8:6,2,8:7,1,8:5,2,2,7:5,4,8:6,4,7:4,4,7:2,3,6,1:1,3,6,1:1,3,6,1:1,3,6,2:1,3,5,3:1,4,5,3:1,6,4,3:1,4,1,4,3:6,2,3:7,3:7,4:3,3,4
25x25	179574	4,2:4,3:4,3:1,1,4:2,3:2,2,3:1,2,4:2,3:3,3,1:1,1,3,2:1,1,3,4:1,2,7:4,1,1,5:6,2,4:4,2,4:6,2,4:8,3,3:8,3,3:7,4,3:6,7:15:14:14:14:12,1-7,8:3,2,9:4,2,10:3,13:17:4,13:7,6,5:3,3,5:5:9:2,13:4,12:4,7:5,5:5,3:5,3,1:5,4:4,4:7:5:4:4:3:3:3
25x25	179576	2,6,2:2,5:2,1,4:3,6:3,7:3,3,5:3,2,1,1:3,1,2,2:3,1,1:4,2:4,2:4,4:9,1:7,1:6,2:5,1:4,1:4,1:3,3:3,2,1:1,4,4:2,6:1,3,5:1,9,1:18-5:7:7:6:6:4:4:1,4,1:3,1,4,1:2,6,6,1,1:7,7,1:5,1,10,1:8,16:4,1,5,1:3,2,1,3:4,2,3:1,1,2,4:1,1,2,2:7:5:5:3,4:4,3:1:2
25x25	179578	17:18:21:25:25:25:23:20:18:16:12:15:7,4,1:6,4,2:4,3,2,4:3,2,5:3,3,6:3,2,1,2,3:2,5,2,4:2,4,1,5,1:7,2,4,2:7,6,1:6,4,2,1:4,4,1,2:3,3,2,3-12,3:12,4:12,5:12,5:12,5:12,2,3:11,2,3:11,3,3,1:12,4,3,2:16,3,4:15,3,4:14,2,6:10,2,5,2:10,1,2,2:10,3,3:10,2:9,3:9,3:8,2,1,1:8,1,1,3:7,4,3:7,7,1:7,5,1:6,3,2:6,2,2
25x25	179579	8,14:6,14:4,14:1,13:13:15:16:10:8:11:8,2:3,1,1,1,2:7,5,3:3,2,3,1,1,1:2,2,2,2,2,1:2,2,1,2,1:1,2,1,2,1:1,2,5,3:1,2,2,4,2,1:3,2,4,2,2:2,2,3,3,2:3,5,7:3,2,2,6:2,2,6:3,2,5-4,1,1,2:3,1,2,7:3,2,1,6:3,2,1,2,1:2,3,1,2:2,4,1,2,1:1,4,1,2,2:1,5,3,2:6,2,2:7,1,2,1:7,2,6:8,1,2,4:8,2,3,2,2:8,1,3,2,3:7,2,3,3,2:7,6,3,3:6,2,2,4,2:5,5,2,2,3:4,3,3,1,3:4,5,2,3:3,2,2,2,1:3,2,2,2,2:2,2,3,1,2:1,5,4:1,8
25x25	179582	17:1,3,5,6:1,1,3,1,5:1,4,5,5:2,3,2,1,6:3,1,5,5:4,2,4,5:6,5,5:4,4,3:2,5,3:1,4,3:2,4,3:1,4,4:2,4,4:1,4,4:1,4,3:1,2,3:1,3,3:1,1,1,4:1,1,1,4:1,1,2,4:2,2,1,3:2,1,1,3:2,1,1,3:2,1,1,4-4:4,4:4,12:3,3:5:1,3:2,2,2,4:5,4,5:2,2,9:4,14:2,9,5:1,10:10:4,3:2,3:4:2:1:2,1:5,3:8,7:25:22:21:1,4,3
25x25	179584	1,3,2,2:2,2,2:2,5,1:1,2,5,2:1,2,2,3,2:4,1,3,3:3,1,4,2:3,3,6,1:3,2,6,2:2,1,2,6,3:5,2,7,1:5,2,10,2:24:7,14:3,1,13:6,1,7:5,5:6:6:5:5:6:6:6:6-1,9:9:4,6:2,10:2,15:2,2,10:3,14:2,4,10:1,2,1,8:2,1,4:2,1:1,2:2,5:2,5:2,8:2,8:14:15:1,14:2,10:2,6:1,6:1,1,5:4,2,6:15
25x25	179588	2,1,1,5:2,1,1,5:2,2,1,6:3,1,1,8:2,2,11:1,1,13,3:4,13:4,1:2,5,5:3,13:13,1:13,3:16:15:12,1:11,2,1:9,3:8,2:6,1:6,2:2,2,2:3,2,3:1,1,2,4:1,1,2,5:5,1,2,6-1:4,2:7,1:2,2,1,1:3,1:3,1:3,2,1:3,1,13:2,14:1,12,4:7,11:3,16:3,16:4,9:4,9:5,8:6,7:7,7:7,6:7,5,1:7,6,2:1,1,1,4,3:2,1,2,2,4:1,1,1,2,6:1,2,2,10
25x25	179592	2,7:2,4,5:1,2,1,2,1,2:2,2,5:3,3,4:4,3,3:3,4,3:1,6,4,2:2,5,4:5,4,1:6,6,2:2,4,6,3:7,6,2:9,7,2:3,3,1,7,1:3,2,1,8,1:3,2,1,9,1:3,4,13:3,2,12:3,2,2,8:3,3,8:3,3,2,5:3,6,4:3,9,4:3,4,1,2,6-4,2,8:4,1,12:4,16:11,1:4,2:9:14:9,8,2:7,3,3,2:7,3:4:4:7:11,3:11,3:2,15,2:1,18,1:21:8,14:1,2,12:4,10:2,2,9:2,1,3,4,1:3,1,3,2,1:3,6,1
25x25	179593	15,3,1:2,13,1:3,15:4,11:4,3,9:4,8:4,8:3,8:4,8:3,9:3,9:2,4,9:2,4,9:3,14:3,13,1:1,3,2,8,1:2,2,13,1:5,1,10,1:3,1,10,3:1,2,12:2,1,9:5,7,2:1,5,5:4,3,4:8,2,3-3,2,2,1:5,3,2,1:1,5,3,1,2,1:1,6,10,1:1,6,5,1,1:2,6,2,1,1:3,5,3,1:3,4,3,2:3,6,1:3,5,1:3,2,1,2:4,2,7:5,10:5,12:5,14:4,16:22,1:21,2:19,1:1,19,1:15,4,1:1,10,1,2:7,2,3:2,1,4:1,1,5,4
25x25	179594	1,2,3,2,7:1,1,2,2,4,2:3,2,3,4,2:1,1,1,3,3,2:7,3,4,2:2,3,3,2:3,3,3,2:3,3,2,2:2,3,3,3:3,4,3,4:3,3,3,4:3,3,4,5:3,3,4,4:2,4,3,1,4:2,4,2,1,3:2,3,6,1,5:2,8,10:7,12:2,19:3,8,4:10,1:6,3,6:3,2,10:3,14:13,1-5,9,2:1,1,11,2:5,7,1,4:1,7,3,2:4,4,2:1,5,3,1:3,3,5,1:3,6,1,3,2:2,7,2,5,1:1,7,2,4,1:8,7,2:7,1,4,2:5,3,3,2:8,2:4,3,2:5,5,3:10,3,3:8,3,3:7,3,3:5,3,4:3,8,4:2,11,3:1,9,2,3:14,1,2,3:12,1,5,1
25x25	179596	6,3,3,3:5,2,7:5,3,2,3:3,4,2,5:1,1,3,1,2,5:1,1,5,3,3,4:3,19:3,20:3,6,1,2:2,5,2:2,1,1:3,2,2:3,1,1:5,2:8:3:4:2,2:10:9:5,8,4,1:16,5:10,4:3,4:1,2-4,3,2:8,2:12,3:4,1,3:4,2,1,3:3,1,3,1,2:3,6,1,2:2,8,1,3:1,7,1,1,3:7,1,3:5,2,1,1,3:4,3,4,2,3,1:1,3,3,9:6,2,4:3,2,2,4:8,1,4:2,5,4:1,3,4:3,2,2:4,2,3:8,3,1:5,5:6,4:6,3:1,2,4
25x25	179694	3,4:1,4,1,1:5,6,3:11,1,1,1:2,1,9,1:1,13,2:15,2:2,12,2:7,5,1,2:6,1,3,1,2:6,5,2:13,3,2:4,12,1:12,2:2,12,2:1,14,2:2,3,7,7:5,2,5,4:2,3,5:1,4,2,3:2,4,3,2,2:4,3,3,1:2,1,3,3,2:4,3:2,2-3,2:5,1,2,2:2,6,2,2:5,5,2,2:2,8,2,2:12,3,2:1,2,8,3,2,2:9,2,3,3,2:2,5,1,9,3:8,9,3:17,3:1,20:21:1,1,5,9:7,1,9:5,4,5:5,4:6,2:4,4,3,2:1,8,2,2:2,4,2,1,3:2,3:3:1,3:3
25x25	180240	18,4:19,1,1:13,5,2,2:12,4,2,2:10,3:7,4:9,8,2:5,1,1,4,1:4,2,4,2:4,1,1,1,1,6,1:4,3,1,2,4,3:4,2,4,3:4,2,2,1:4,1,2,2:4,2,1,3:4,2,4:5,4,9:6,1,1,11:4,2,2,4,5:4,2,5,4,1:4,10,3,2:5,6,3,2:5,4,3,2:5,4,7:6,14-25:25:25:25:8,2,4:7,1,2,1:7,1,2:5,1,1,2:5,2,2,2,1:5,1,1,1:4,3,1,1,1:4,2,1,2,5:3,2,1,3,6:2,1,1,1,7:3,1,3,8:4,1,1,7,1:22,1:14,2,1:11,2,1,4:7,5,6:2,13:4,2,7,2:1,2,4,2:1,2,6,3,5:4,1,1,8
25x25	180576	1,6:2,2,6:3,3,6:11,4:10,4:10,4:3,3,2,8:3,4,4,8:6,6,8:3,2,2,6:3,1,5,4:4,10,3:2,3,10,2:2,13,2:1,16:2,16:2,17:2,4,3,8:3,1,4,1,6:4,6,1,1,1,5:11,2,5:11,3,4:3,9,4:4,3,1,3:4,3,1,1,2,2-3,4,6,1:10,2,6,2:11,7:3,1,2,6:3,2,1,5:6,2,2,1:5,2,1,7:7,2,6:4,1,1,8:5,2,12:9,13:17:10,2:8,1,3:3,8,1:6,7,1,1:8,6,1:9,10,1:3,4,6,2,1:3,4,6:2,4,12:1,5,12:6,10:16:13
25x25	180580	5,2,3:3,2,6,1:3,1,8:1,3,10:3,1,12:1,1,1,12:1,23:3,2:4:1,1,2,3,3:3,1,4,5:1,2,4,7:2,1,4,3,3:1,1,6,5:2,12:2,17:2,5,4:2,17:2,17:2:2,17:2,1,2,2,1,1,1:2,1,2,2,2,1,1:2,3,1,2,2,4:2,2,2,2,2-3,2,1,13:2,2,1,3,11:2,1,5,1:1,1,2,1,1,1:2,1,1,1,1:9,1,2,1,2:1,2,1,1,2,4:1,1,1,2,1,2:2,1,6,3,1:2,1,7,4:1,1,9,1:3,10,4:4,10,4:5,3,3,2,1:6,2,2,1:6,2,3,2,1,2:7,10,4:7,10,1:6,10,5:6,2,6,1,2:5,1,1,2,4:4,2,1,2,1,2:1,3,1,1:1,1,1:2,1
25x25	180870	5,5:2,11:1,6,2:2,4,5:6,7:5,7,1:4,8,3:2,6,3,4:2,6,1,1,4:9,2,1,3,1:1,1,5,1:7,16:2,7,4,1,1:1,1,2,3,2,1:1,8,5,1:1,1,2,3,2:1,1,3,3,2:10,4,4:2,7:3,3,1:1,8,1,3,1:1,1,5,1,3,3:2,1,3,7:5,11:4,12-3,5,5:4,2,1,3:2,1,1,1,2:2,2,1,2,1,2:6,2,1,1,3,3:2,3,3,1,2,4:1,2,3,7,3:1,2,4,2,1,1,2:1,2,4,1,1,1,2:1,3,2,3,1,2,2:3,3,2,4,2:2,3,1,2,2,2:2,6,2,2:2,4,1,3,1:2,8,3,3:2,3,3,10:2,3,8,3:2,2,6,1,2:2,1,3,1,1,5:4,3,1,2,5:2,4,2,1,5:7,1,3:3,1,2,4:3,1,2,4:3,7,5
